CCEN;NOM;NOME;DGENRC;DGENRE;GENR;MUNI;DMUNIC;DMUNIE;DTERRC;DTERRE;DEPE;DTITUC;DTITUE;DOMI;CPOS;TEL1;TFAX;EMAIL;PAGINA;COOR_X;COOR_Y
014890;BITURITXA-BARAKALDO;BITURITXA-BARAKALDO;IMFPB;OLHUI;11V0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;BUEN PASTOR 52;48903;944789494;944789493;beatriz.mora@ffeuskadi.net; ;501584.603898371;4793133.601517186
014891;BASAURI;BASAURI;IMFPB;OLHUI;11V0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;KAREAGA BEHEKOA Z/G;48970;944263617;944263115;cipbasauri@fundacionadsis.org; ;508586.273977812;4787292.580440135
014893;ADSIS BILBAO;ADSIS BILBAO;CPFPB;OLHIP;31P0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;PADRE LARRAMENDI 2 (ENTPL. IZ);48012;944222833;944222094;bizkaia@fundacionadsis.org; ;504586.684922923;4789006.281621214
014894;DURANGO;DURANGO;IMFPB;OLHUI;11V0;027;DURANGO;DURANGO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;LAUBIDETA 6;48200;946212095;000000000;durangofpbolh.institutua@gmail.com; ;530186.526978332;4778981.642107596
014895;ADSIS LEIOA;ADSIS LEIOA;CPFPB;OLHIP;31P0;054;LEIOA;LEIOA;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;POL. IBARRABARRI PAB. D-1;48940;944806030;944806031;fpbadsisleioa@fundacionadsis.org; ;501451.408775457;4796474.421502939
014899;PORTUGALETE;PORTUGALETE;IMFPB;OLHUI;11V0;078;PORTUGALETE;PORTUGALETE;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CASILDA ITURRIZAR 8;48920;944729310;944729312;cip01@portugalete.org; ;498502.620642591;4796504.94528991
014900;MEATZALDEA;MEATZALDEA;CPFPB;OLHIP;31P0;083;ORTUELLA;ORTUELLA;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;MENDIALDE 54;48530;946640079;946642402;cfpbmeatzaldea@berriztu.com; ;495420.101406932;4795576.904189993
014901;ERANDIO;ERANDIO;IMFPB;OLHUI;11V0;902;ERANDIO;ERANDIO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;DESANEXIÓN 4;48950;944170963;000000000;hlpp@erandio.eus; ;502378.827129278;4794726.617263437
014905;BEDMAR;BEDMAR;CAPM;MIBP;32O0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;PABLO PICASSO 2;48012;944222711;944437110;info@conservatoriobedmar.es; ;505338.656447657;4789278.466218826
014918;ITURRIBIDE;ITURRIBIDE;CEPA;HHI;11J1;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIBIDE 5-2;48006;944164301;944155609;014918aa@hezkuntza.net;http://www.epaiturribide.com;506490.419487241;4789482.984589703
014920;AMOREBIETA-LARREA;AMOREBIETA-LARREA;CEIP;HLHI;11S0;003;AMOREBIETA-ETXANO;AMOREBIETA-ETXANO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LARRA Z/G;48340;946730430;946730430;014920aa@hezkuntza.net; ;521444.10969293;4786126.177858006
014922;BASOZELAI-GAZTELU;BASOZELAI-GAZTELU;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BASOZELAI Z/G;48970;944402016;944267352;014922aa@hezkuntza.net; ;508276.090052927;4786838.972770663
014923;BERMEO-SAN FRANCISCO;BERMEO-SAN FRANCISCO;CEIP;HLHI;11S0;017;BERMEO;BERMEO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ATALDE Z/G;48370;946880477;946029926;014923aa@hezkuntza.net; ;522079.806567245;4807647.977158
014924;SAN INAZIO/SAN IGNACIO;SAN INAZIO/SAN IGNACIO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CANTABRIA 2;48015;944758364;944756485;014924aa@hezkuntza.net; ;503101.690823647;4792209.629588999
014925;LEKEITIO;LEKEITIO;CEIP;HLHI;11S0;057;LEKEITIO;LEKEITIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LARROTEGI Z/G;48280;946841809;946841809;014925aa@hezkuntza.net; ;539812.692626164;4800983.473698405
014926;MAESTRA EMILIA ZUZA BRUN;MAESTRA EMILIA ZUZA BRUN;CEIP;HLHI;11S0;082;SANTURTZI;SANTURTZI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CUETO S/N;48980;944629088;944610993;014926aa@hezkuntza.net; ;496717.024289503;4796991.446264044
014928;BALLONTI;BALLONTI;IES;BHI;11D0;078;PORTUGALETE;PORTUGALETE;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GRUMETE DIEGO 3;48920;944835677;944836989;014928aa@hezkuntza.net; ;497761.558369861;4795753.848173556
014938;MAIZTEGI;MAIZTEGI;CEIP;HLHI;11S0;910;IURRETA;IURRETA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;OLABURU 17;48215;946810937;946819730;014938aa@hezkuntza.net; ;529651.041849747;4780586.355472831
014945;CONSTRUCCIÓN BIZKAIA ;CONSTRUCCIÓN BIZKAIA ;CIFP;LHII;11U0;011;ARRIGORRIAGA;ARRIGORRIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PROGRESO Z/G OIARGAN-LA PEÑA;48003;944013840;944013849;014945aa@hezkuntza.net;http://www.construccionbizkaia.com;506731.849562385;4787491.639922151
014949;E. AGRARIA DERIO/DERIO NEKAZARITZA E.;E. AGRARIA DERIO/DERIO NEKAZARITZA E.;IES;BHI;11D0;901;DERIO;DERIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BERREAGA 5;48160;944541421;944540162;014949aa@hezkuntza.net;http://www.hazi.eus/es/formacion.html;510281.034110135;4793345.948294614
014950;IURRETA;IURRETA;CIFP;LHII;11U0;910;IURRETA;IURRETA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;OLABURU 19;48215;944668800;946202828;014950aa@hezkuntza.net;http://www.iurreta-institutua.hezkuntza.net/web/guest;529582.436425204;4780635.775413545
014951;ALAZNE;ALAZNE;CPEIPS;HLBHIP;31H0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;ARTETA 4 POL. LA PAZ (CRUCES);48903;944990222;944993783;direccion@colegioalazne.com; ;500934.905580441;4792290.463135565
014953;SOINU;SOINU;CAEM;OMIB;32P0;044;GETXO;GETXO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;TELLETXE 34 (ALGORTA);48993;944607955;944661550;soinu_me@yahoo.es; ;499065.787070479;4800318.858978809
014958;VALLE DE TRÁPAGA;VALLE DE TRÁPAGA;CEPA;HHI;11J1;080;VALLE DE TRÁPAGA-TRAPAGARAN;VALLE DE TRÁPAGA-TRAPAGARAN;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEONOR ELIAS Z/G;48510;944862278;944922471;014958aa@hezkuntza.net; ;497119.891504275;4794647.103448245
014960;BERMEO;BERMEO;IMFPB;OLHUI;11V0;017;BERMEO;BERMEO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ATALDE 8;48370;946179175;946881897;lanbidehastapena@bermeo.org; ;522195.429795965;4807600.016920167
014974;ERMUA-MALLABIA;ERMUA-MALLABIA;IMFPB;OLHUI;11V0;058;MALLABIA;MALLABIA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;PAB. MALLABIA Bº OSMA S/N;48269;943175427;943179388;cip@udalermua.net; ;536894.018316667;4782602.645062916
014975;SANTURTZI;SANTURTZI;IMFPB;OLHUI;11V0;082;SANTURTZI;SANTURTZI;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CUETO Z/G;48980;944613700;944613297;cifo@santurtzi.net; ;496763.349442758;4797064.751343007
014976;SESTAO;SESTAO;IMFPB;OLHUI;11V0;084;SESTAO;SESTAO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;REBONZA Z/G;48910;944964404;944963928;cipsestao@gmail.com; ;500178.547266542;4795082.15489478
014978;GERNIKA-LUMO;GERNIKA-LUMO;IMFPB;OLHUI;11V0;046;GERNIKA-LUMO;GERNIKA-LUMO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ALHÓNDIGA 6;48300;946258494;946258494;administrazioa@lanbide-ekimenak.eus; ;526126.281492802;4795530.873559394
014979;LICEO MUSICAL VIZCAINO;LICEO MUSICAL VIZCAINO;CAEM;OMIB;32P0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;PADRE ESTEBAN PERNET 18;48004;944121754;000000000;lizeomusikal@gmail.com; ;507012.810215084;4789097.013153073
014980;LOROÑO;LOROÑO;CAEM;OMIB;32P0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;HURTADO DE AMEZAGA 27-4;48008;944218496;944218496;escuela@bilbaoacordeon.org; ;505395.189956151;4789410.499343866
014982;JULI FORURIA;JULI FORURIA;CAPM;MIBP;32O0;046;GERNIKA-LUMO;GERNIKA-LUMO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;SAN JUAN DE IBARRA 2;48300;946255878;946255878;juliaforuria@telefonica.net; ;526127.188535674;4796033.521246911
014986;ZALLA;ZALLA;CEPA;HHI;11J1;096;ZALLA;ZALLA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LUSA 3;48860;946670250;946391326;014986aa@hezkuntza.net; ;489519.82050427;4784493.760131913
014987;JOSE ANTONIO EGIA;JOSE ANTONIO EGIA;EMPU;MEPU;12D0;017;BERMEO;BERMEO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;IRAKASKINTZA Z/G;48370;946179156;946881054;musikaeskola@bermeo.eus; ;522541.714027177;4807653.725987841
014988;JESÚS ARAMBARRI;JESÚS ARAMBARRI;EMPU;MEPU;12D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;SORKUNDE 8;48006;944164785;944155171;info@bilbaomusika.eus; ;506403.763909533;4789222.077696547
014989;ARRATIA;ARRATIA;EMPU;MEPU;12D0;023;ARTEA;ARTEA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;HERRIKO PL. 1;48142;946739205;946317208;interklabe@gmail.com; ;517675.544457683;4775561.638239493
014990;BARTOLOME ERTZILLA;BARTOLOME ERTZILLA;EMPU;MEPU;12D0;027;DURANGO;DURANGO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;MONTEVIDEO 7;48200;946030035;946030036;bertzilla@durango.eus; ;530067.407511632;4779732.77921581
014991;MAXIMO MORENO;MAXIMO MORENO;EMPU;MEPU;12D0;036;GALDAKAO;GALDAKAO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;URRETA 21A;48960;946010455;946010458;musica@oa.galdakao.net; ;512177.528823161;4786545.722460915
014992;ANDRÉS ISASI;ANDRÉS ISASI;EMPU;MEPU;12D0;044;GETXO;GETXO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;LAS MERCEDES 6;48930;944646011;944641311;aisasi@getxo.eus;http://www.getxo.net/cas/conserva/indice.htm;498666.836631747;4796920.510702773
014993;LEIOA;LEIOA;EMPU;MEPU;12D0;054;LEIOA;LEIOA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;IPARRAGIRRE 76;48940;944638683;944630118;kontserbatorioa@leioa.net; ;501218.265773831;4796812.422703772
014994;UNANUE-TAR PEDRO MARI;UNANUE-TAR PEDRO MARI;EMPU;MEPU;12D0;073;ONDARROA;ONDARROA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ARANA TAR SABIN 1;48700;946134063;946134212;unanuemusikaeskola@gmail.com; ;546784.199407169;4796551.595794335
014995;EUTERPE;EUTERPE;EMPU;MEPU;12D0;078;PORTUGALETE;PORTUGALETE;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CASILDA ITURRIZAR 10;48920;944729220;944729297;escuelamusica@portugalete.org; ;498521.182038102;4796539.38827914
014996;SANTURTZI;SANTURTZI;EMPU;MEPU;12D0;082;SANTURTZI;SANTURTZI;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CRISTOBAL MURRIETA 19;48980;944837851;944832896;musica@santurtzi.net; ;497856.080483027;4797094.435300924
014997;VÍCTOR MIRANDA ZUAZUA;VÍCTOR MIRANDA ZUAZUA;EMPU;MEPU;12D0;084;SESTAO;SESTAO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;GRAN VIA DE J.A. AGUIRRE 13;48910;944967812;944956936;sestaome@hotmail.com; ;499556.472527004;4795151.980681944
014998;TRAPAGARAN;TRAPAGARAN;EMPU;MEPU;12D0;080;VALLE DE TRÁPAGA-TRAPAGARAN;VALLE DE TRÁPAGA-TRAPAGARAN;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;FUNIKULAR 12;48510;944922913;944921594;musikaeskola.trapagaran@bizkaia.org; ;496924.629911345;4794624.478053578
014999;BARAKALDO;BARAKALDO;CPM;MKP;12P0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;MIRANDA 4;48902;944789575;944789558;conservatorio@barakaldo.org;http://www.barakaldo.org/conservatorio;500408.16104681;4793845.536604857
015001;ERANDIO;ERANDIO;EMPU;MEPU;12D0;902;ERANDIO;ERANDIO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;JOSU MURUETA Z/G;48950;944170776;944170453;dmeskola@erandio.eus; ;501334.779553734;4795964.345327471
015002;ARIZGOITI;ARIZGOITI;CAEM;OMIB;32P0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;ARIZGOITIKO PLAZA 1-BAJO;48970;944407029;944491159;bego.dude@yahoo.es; ;508848.541301492;4786998.380323716
015004;BILBAO;BILBAO;CEPA;HHI;11J1;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LUIS IRUARRIZAGA  13;48003;944154754;944105913;015004aa@hezkuntza.net; ;505823.817188504;4789302.48133062
015006;ALONSOTEGI;ALONSOTEGI;CEIP;HLHI;11S0;912;ALONSOTEGI;ALONSOTEGI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AZORDOIAGA 7;48810;944980818;944982038;015006aa@hezkuntza.net; ;501040.089570282;4787583.971128401
015008;LARRABETZU;LARRABETZU;CAEM;OMIB;32P0;052;LARRABETZU;LARRABETZU;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;ERREBALE 7;48195;944557066;944558836;larrabetzum.e@gmail.com; ;516501.880455649;4789872.295346625
015009;GARAMENDI-TAR AGUSTIN;GARAMENDI-TAR AGUSTIN;EMPR;MEPR;32D0;032;ELORRIO;ELORRIO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;SAN ROKE Z/G;48230;946231922;946583287;elorrioko.musikaeskola@gmail.com; ;537028.450316225;4774992.154156331
015010;SANTOS INTXAUSTI;SANTOS INTXAUSTI;EMPU;MEPU;12D0;069;MUNGIA;MUNGIA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;AITA ELORRIAGA 1;48100;946740235;946155262;musika.eskola@mungia.eus; ;512479.846212587;4800108.101877808
015011;SEGUNDO OLAETA;SEGUNDO OLAETA;EMPU;MEPU;12D0;046;GERNIKA-LUMO;GERNIKA-LUMO;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;KARMELO ETXEGARAI 2;48300;946270214; ;idazkaritza@segundoolaeta.net; ;526035.428780348;4795531.913347748
015014;BIZKOTXALDE;BIZKOTXALDE;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;URIBARRI 5;48970;944494275;944494275;015014aa@hezkuntza.net; ;509456.664072482;4787103.29896783
015015;ROMO;ROMO;CEIP;HLHI;11S0;044;GETXO;GETXO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GOBELAURRE 41;48930;944638304;944643838;015015aa@hezkuntza.net; ;499644.802011103;4797554.921570275
015020;BARRUTIA;BARRUTIA;CEIP;HLHI;11S0;914;ARRATZU;ARRATZU;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BARRUTIA 8;48383;946253100;946253100;015020aa@hezkuntza.net; ;527232.997484996;4796903.894085037
015021;BARRUTIALDE;BARRUTIALDE;IES;BHI;11D0;914;ARRATZU;ARRATZU;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BARRUTIA 7;48383;946251143;946256922;015021aa@hezkuntza.net; ;527062.877471324;4796884.068120555
015049;ALBOKA;ALBOKA;EMPR;MEPR;32D0;034;ERMUA;ERMUA;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;GOIENKALE 2;48260;943171298;943171800;albokamusikaeskola@hotmail.com; ;540537.081801728;4781585.262148266
015050;BEDMAR;BEDMAR;EMPR;MEPR;32D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;PABLO PICASSO 2;48012;944222711;944437110;info@conservatoriobedmar.es; ;505338.656447657;4789278.466218826
015053;GANDASEGI;GANDASEGI;CEIP;HLHI;11S0;036;GALDAKAO;GALDAKAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GURUTZEKO PL. 10;48960;944568477;944570922;015053aa@hezkuntza.net; ;513108.435169119;4786913.117678681
015054;DURANGO;DURANGO;EOI;HEO;12I0;027;DURANGO;DURANGO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZUBIAURREA 1;48200;946203342;946203967;015054aa@hezkuntza.net;http://www.eoidurango.net;530126.282839905;4779033.61152937
015055;ZAZPILANDA;ZAZPILANDA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PINADIA 6;48013;944424875;944424875;015055aa@hezkuntza.net; ;502521.241106116;4791036.848305238
015061;BARAKALDO;BARAKALDO;EOI;HEO;12I0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JUAN DE GARAY 7;48901;944383540;944380517;015061aa@hezkuntza.net;http://www.eoibarakaldo.com;500863.133751689;4793763.353333024
015064;BETIKO IKASTOLA;BETIKO IKASTOLA;CPEIPS;HLBHIP;31H0;054;LEIOA;LEIOA;BIZKAIA;BIZKAIA;32;PRIVADA;PRIBATUA;ARTATZA AUZ. 84;48940;944642364;944642205;zuzendaria@betikoikastola.eus; ;499850.082304853;4797144.775054412
015065;LEIOA;LEIOA;CPM;MKP;12P0;054;LEIOA;LEIOA;BIZKAIA;BIZKAIA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;IPARRAGIRRE 76;48940;944638683;944630118;kontserbatorioa@leioa.net; ;501218.265773831;4796812.422703772
015069;PEÑASCAL;PEÑASCAL;CPES;BHIP;31D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;31;PRIVADA;PRIBATUA;BILBAO-GALDAKAO ER. 10;48002;944700704;944700792;cpes-bhip@grupopenascal.com; ;507512.310479162;4788333.828497103
015071;ABADIÑO;ABADIÑO;IES;BHI;11D0;001;ABADIÑO;ABADIÑO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TRAÑAETXOSTE 10;48220;946203188;946203188;015071aa@hezkuntza.net; ;531524.299773546;4779408.305261545
015072;ARRIGORRIAGA;ARRIGORRIAGA;IES;BHI;11D0;011;ARRIGORRIAGA;ARRIGORRIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;KRISTO ZEHARKALEA 15;48480;946714191;946711952;015072aa@hezkuntza.net;http://www.arrigorriagabhi.net;508678.091454048;4784284.582709372
015073;BERRIZ;BERRIZ;IES;BHI;11D0;019;BERRIZ;BERRIZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ELIZONDO PL. 7 A;48240;946824962;946827726;015073aa@hezkuntza.net; ;534432.040093507;4780329.047847054
015074;IBAIZABAL;IBAIZABAL;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZAMACOLA 45-BIS;48003;944151335;944041559;015074aa@hezkuntza.net;http://www.iesibaizabalbhi.hezkuntza.net;506100.341576972;4787998.186815997
015075;LUIS BRIÑAS-SANTUTXU;LUIS BRIÑAS-SANTUTXU;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIAGA 58;48004;944734431;944735400;015075aa@hezkuntza.net; ;507264.869183526;4788715.470814913
015077;SOLOKOETXE;SOLOKOETXE;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SOLOKOETXE 17;48006;944159974;944795534;015077aa@hezkuntza.net; ;506446.996871178;4789377.25611043
015078;ZORROZA;ZORROZA;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAN MIGUEL AUZ. 10;48013;944393334;944399741;015078aa@hezkuntza.net; ;502406.021923767;4791377.358995272
015080;CARRANZA;CARRANZA;IES;BHI;11D0;022;KARRANTZA HARANA/VALLE DE CARRANZA;KARRANTZA HARANA/VALLE DE CARRANZA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CONCHA 48 BIS;48891;946107070;946806526;015080aa@hezkuntza.net; ;470989.107780487;4785584.208174367
015082;ELORRIO;ELORRIO;IES;BHI;11D0;032;ELORRIO;ELORRIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAN ROKE 12-2;48230;946582713;946582713;015082aa@hezkuntza.net; ;537028.450316225;4774992.154156331
015083;ASTRABUDUA;ASTRABUDUA;IES;BHI;11D0;902;ERANDIO;ERANDIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MEZO 36;48950;944675349;944675349;015083aa@hezkuntza.net; ;501778.966694274;4795858.166939774
015084;ERANDIO;ERANDIO;IES;BHI;11D0;902;ERANDIO;ERANDIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;KUKULARRA 8;48950;944671513;944670936;015084aa@hezkuntza.net; ;502350.090361907;4793958.56359854
015087;ETXEBARRI;ETXEBARRI;IES;BHI;11D0;029;ETXEBARRI;ETXEBARRI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SANTA MARINA 21;48450;944495456;944262212;015087aa@hezkuntza.net; ;509309.096442959;4788985.415868377
015088;BENGOETXE;BENGOETXE;IES;BHI;11D0;036;GALDAKAO;GALDAKAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SIXTA BARRENETXEA 13A;48960;944568631;944562542;015088aa@hezkuntza.net;http://www.bengoetxe.com;511855.973878992;4786837.063159359
015090;JUAN OROBIOGOITIA;JUAN OROBIOGOITIA;IES;BHI;11D0;910;IURRETA;IURRETA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;OLABURU 3;48215;946810461;946216040;015090aa@hezkuntza.net; ;529686.350555023;4780511.330743898
015091;MARKINA;MARKINA;IES;BHI;11D0;060;MARKINA-XEMEIN;MARKINA-XEMEIN;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BEKOBENTA 3;48270;946168826;946168426;015091aa@hezkuntza.net;http://www.markinakoeskolapublikoa.com;540763.694094672;4791071.46125987
015092;MUSKIZ;MUSKIZ;IES;BHI;11D0;071;MUSKIZ;MUSKIZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GURUGU MEMEREA 12;48550;946708345;946708345;015092aa@hezkuntza.net;http://www.muskizbhi.hezkuntza.net/web/guest;490715.896711101;4796461.724087461
015093;ORTUELLA;ORTUELLA;IES;BHI;11D0;083;ORTUELLA;ORTUELLA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MINERO 28;48530;946641370;946641370;015093aa@hezkuntza.net; ;495972.086469954;4794977.526191651
015094;SOPELA;SOPELA;IES;BHI;11D0;085;SOPELA;SOPELA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;IBERRE Z/G;48600;946766285;946766342;015094aa@hezkuntza.net;http://premi5.wixsite.com/ies-sopela-bhi;500988.148997061;4802725.589095854
015095;ZALLA;ZALLA;IES;BHI;11D0;096;ZALLA;ZALLA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PL. EUSKADI 3;48860;946391212;946391212;015095aa@hezkuntza.net; ;489130.995962334;4784741.609682853
015096;BAGATZA;BAGATZA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LA LIBERTAD 58;48902;944377575;944377575;015096aa@hezkuntza.net; ;500618.397092982;4794264.571311555
015099;MUJIKA;MUJIKA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SANTA MARIA 2;48005;944150919;944150919;015099aa@hezkuntza.net; ;505978.179393726;4789526.74568226
